wav_filename,wav_filesize,transcript
clips/089_021_347090.wav,243116,وَتَاكُلُونَ اَ۬لتُّرَاثَ أَكْلاٗ لَّمّاٗ
clips/089_021_941033.wav,294026,وَتَاكُلُونَ اَ۬لتُّرَاثَ أَكْلاٗ لَّمّاٗ
clips/089_022-17782.wav,257024,وَتُحِبُّونَ اَ۬لْمَالَ حُبّاٗ جَمّاٗ
clips/089_022_116460.wav,1313324,وَتُحِبُّونَ اَ۬لْمَالَ حُبّاٗ جَمّاٗ
clips/089_022_788240.wav,256940,وَتُحِبُّونَ اَ۬لْمَالَ حُبّاٗ جَمّاٗ
clips/089_023-81342.wav,327522,كَلَّآ إِذَا دُكَّتِ اِ۬لَارْضُ دَكّاٗ دَكّاٗ
clips/089_023_654422.wav,1622060,كَلَّآ إِذَا دُكَّتِ اِ۬لَارْضُ دَكّاٗ دَكّاٗ
clips/089_023_886060.wav,389420,كَلَّآ إِذَا دُكَّتِ اِ۬لَارْضُ دَكّاٗ دَكّاٗ
clips/089_024-67581.wav,326192,وَجَآءَ رَبُّكَ وَالْمَلَكُ صَفّاٗ صَفّاٗ
clips/089_024_193759.wav,1626668,وَجَآءَ رَبُّكَ وَالْمَلَكُ صَفّاٗ صَفّاٗ
clips/089_024_792758.wav,414788,وَجَآءَ رَبُّكَ وَالْمَلَكُ صَفّاٗ صَفّاٗ
clips/089_025_306282.wav,1608236,وَجِےٓءَ يَوْمَئِذِۢ بِجَهَنَّمَ
clips/089_025_642863.wav,352844,وَجِےٓءَ يَوْمَئِذِۢ بِجَهَنَّمَ
clips/089_026_289855.wav,1852460,يَوْمَئِذٖ يَتَذَكَّرُ اُ۬لِانسَٰنُ وَأَنّ۪ىٰ لَهُ اُ۬لذِّكْر۪ىٰ
clips/089_026_576149.wav,499136,يَوْمَئِذٖ يَتَذَكَّرُ اُ۬لِانسَٰنُ وَأَنّ۪ىٰ لَهُ اُ۬لذِّكْر۪ىٰ
clips/089_026_859195.wav,686708,يَوْمَئِذٖ يَتَذَكَّرُ اُ۬لِانسَٰنُ وَأَنّ۪ىٰ لَهُ اُ۬لذِّكْر۪ىٰ
clips/089_027-13208.wav,257368,يَقُولُ يَٰلَيْتَنِے قَدَّمْتُ لِحَيَاتِے
clips/089_027_400005.wav,291552,يَقُولُ يَٰلَيْتَنِے قَدَّمْتُ لِحَيَاتِے
clips/089_027_811166.wav,1069100,يَقُولُ يَٰلَيْتَنِے قَدَّمْتُ لِحَيَاتِے
clips/089_028-93551.wav,283702,فَيَوْمَئِذٖ لَّا يُعَذِّبُ عَذَابَهُۥٓ أَحَدٞ
clips/089_028_238506.wav,1368620,فَيَوْمَئِذٖ لَّا يُعَذِّبُ عَذَابَهُۥٓ أَحَدٞ
clips/089_028_641000.wav,670508,فَيَوْمَئِذٖ لَّا يُعَذِّبُ عَذَابَهُۥٓ أَحَدٞ
clips/089_029_561105.wav,1184300,وَلَا يُوثِقُ وَثَاقَهُۥٓ أَحَدٞ
clips/089_029_866265.wav,310472,وَلَا يُوثِقُ وَثَاقَهُۥٓ أَحَدٞ
clips/089_030-76227.wav,298356,يَٰٓأَيَّتُهَا اَ۬لنَّفْسُ اُ۬لْمُطْمَئِنَّةُ
clips/089_030_572793.wav,1566764,يَٰٓأَيَّتُهَا اَ۬لنَّفْسُ اُ۬لْمُطْمَئِنَّةُ
clips/089_030_629164.wav,418814,يَٰٓأَيَّتُهَا اَ۬لنَّفْسُ اُ۬لْمُطْمَئِنَّةُ
clips/089_031-51205.wav,345390,اُ۪رْجِعِےٓ إِلَىٰ رَبِّكِ رَاضِيَةٗ مَّرْضِيَّةٗ
clips/089_031_549361.wav,408154,اُ۪رْجِعِےٓ إِلَىٰ رَبِّكِ رَاضِيَةٗ مَّرْضِيَّةٗ
clips/089_031_755960.wav,1571372,اُ۪رْجِعِےٓ إِلَىٰ رَبِّكِ رَاضِيَةٗ مَّرْضِيَّةٗ
clips/089_031_989191.wav,732716,اُ۪رْجِعِےٓ إِلَىٰ رَبِّكِ رَاضِيَةٗ مَّرْضِيَّةٗ
clips/089_032-32255.wav,279154,فَادْخُلِے فِے عِبَٰدِے وَادْخُلِے جَنَّتِے
clips/089_032_995654.wav,516140,فَادْخُلِے فِے عِبَٰدِے وَادْخُلِے جَنَّتِے
clips/090_001-13735.wav,211686,لَآ أُقْسِمُ بِهَٰذَا اَ۬لْبَلَدِ
clips/090_001_215523.wav,270760,لَآ أُقْسِمُ بِهَٰذَا اَ۬لْبَلَدِ
clips/090_001_717730.wav,1193516,لَآ أُقْسِمُ بِهَٰذَا اَ۬لْبَلَدِ
clips/090_002_199724.wav,308620,وَأَنتَ حِلُّۢ بِهَٰذَا اَ۬لْبَلَدِ
clips/090_002_900910.wav,442412,وَأَنتَ حِلُّۢ بِهَٰذَا اَ۬لْبَلَدِ
clips/090_003-46519.wav,145680,وَوَالِدٖ وَمَا وَلَدَ
clips/090_003_396421.wav,197144,وَوَالِدٖ وَمَا وَلَدَ
clips/090_003_928189.wav,861740,وَوَالِدٖ وَمَا وَلَدَ
clips/090_004_352124.wav,221228,لَقَدْ خَلَقْنَا اَ۬لِانسَٰنَ فِے كَبَدٍ
clips/090_004_785656.wav,999980,لَقَدْ خَلَقْنَا اَ۬لِانسَٰنَ فِے كَبَدٍ
clips/090_004_797633.wav,252748,لَقَدْ خَلَقْنَا اَ۬لِانسَٰنَ فِے كَبَدٍ
clips/090_005-31394.wav,221858,اَيَحْسِبُ أَن لَّنْ يَّقْدِرَ عَلَيْهِ أَحَدٞ
clips/090_005_716969.wav,238508,اَيَحْسِبُ أَن لَّنْ يَّقْدِرَ عَلَيْهِ أَحَدٞ
clips/090_005_877487.wav,1152044,اَيَحْسِبُ أَن لَّنْ يَّقْدِرَ عَلَيْهِ أَحَدٞ
clips/090_006-27630.wav,184160,يَقُولُ أَهْلَكْتُ مَالاٗ لُّبَداً
clips/090_006_406769.wav,838700,يَقُولُ أَهْلَكْتُ مَالاٗ لُّبَداً
clips/090_006_778823.wav,236476,يَقُولُ أَهْلَكْتُ مَالاٗ لُّبَداً
clips/090_006_884725.wav,194732,يَقُولُ أَهْلَكْتُ مَالاٗ لُّبَداً
clips/090_007-49273.wav,230592,اَيَحْسِبُ أَن لَّمْ يَرَهُۥٓ أَحَدٌ
clips/090_007_143214.wav,1133612,اَيَحْسِبُ أَن لَّمْ يَرَهُۥٓ أَحَدٌ
clips/090_008_506685.wav,292652,اَلَمْ نَجْعَل لَّهُۥ عَيْنَيْنِ
clips/090_009-10846.wav,176100,وَلِسَاناٗ وَشَفَتَيْنِ
clips/090_009_382613.wav,248102,وَلِسَاناٗ وَشَفَتَيْنِ
clips/090_009_586823.wav,407852,وَلِسَاناٗ وَشَفَتَيْنِ
clips/090_009_849463.wav,1055276,وَلِسَاناٗ وَشَفَتَيْنِ
clips/090_010_479810.wav,256188,وَهَدَيْنَٰهُ اُ۬لنَّجْدَيْنِ
clips/090_010_561401.wav,1101356,وَهَدَيْنَٰهُ اُ۬لنَّجْدَيْنِ
clips/090_010_832199.wav,308780,وَهَدَيْنَٰهُ اُ۬لنَّجْدَيْنِ
clips/090_011_227151.wav,152864,فَلَا اَ۪قْتَحَمَ اَ۬لْعَقَبَةَ
clips/090_011_547852.wav,580652,فَلَا اَ۪قْتَحَمَ اَ۬لْعَقَبَةَ
clips/090_011_870372.wav,274220,فَلَا اَ۪قْتَحَمَ اَ۬لْعَقَبَةَ
clips/090_012-84009.wav,208144,وَمَآ أَدْر۪يٰكَ مَا اَ۬لْعَقَبَةُ
clips/090_012_464484.wav,309932,وَمَآ أَدْر۪يٰكَ مَا اَ۬لْعَقَبَةُ
clips/090_012_592287.wav,953900,وَمَآ أَدْر۪يٰكَ مَا اَ۬لْعَقَبَةُ
clips/090_012_929929.wav,281452,وَمَآ أَدْر۪يٰكَ مَا اَ۬لْعَقَبَةُ
clips/090_013-81757.wav,77584,فَكُّ رَقَبَةٍ
clips/090_013_741748.wav,120482,فَكُّ رَقَبَةٍ
clips/090_013_762747.wav,97964,فَكُّ رَقَبَةٍ
clips/090_014-99742.wav,237892,اَوِ اِطْعَامٞ فِے يَوْمٖ ذِے مَسْغَبَةٖ
clips/090_014_285665.wav,504620,اَوِ اِطْعَامٞ فِے يَوْمٖ ذِے مَسْغَبَةٖ
clips/090_014_639691.wav,1322540,اَوِ اِطْعَامٞ فِے يَوْمٖ ذِے مَسْغَبَةٖ
clips/090_015-30763.wav,146654,يَتِيماٗ ذَا مَقْرَبَةٍ
clips/090_015_463243.wav,797228,يَتِيماٗ ذَا مَقْرَبَةٍ
clips/090_015_525874.wav,209368,يَتِيماٗ ذَا مَقْرَبَةٍ
clips/090_015_754488.wav,177452,يَتِيماٗ ذَا مَقْرَبَةٍ
clips/090_016-80042.wav,179318,اَوْ مِسْكِيناٗ ذَا مَتْرَبَةٖ
clips/090_016_275169.wav,203948,اَوْ مِسْكِيناٗ ذَا مَتْرَبَةٖ
clips/090_016_445153.wav,265766,اَوْ مِسْكِيناٗ ذَا مَتْرَبَةٖ
clips/090_016_749580.wav,1036844,اَوْ مِسْكِيناٗ ذَا مَتْرَبَةٖ
clips/090_017-66726.wav,497560,ثُمَّ كَانَ مِنَ اَ۬لذِينَ ءَامَنُواْ وَتَوَاصَوْاْ بِالصَّبْرِ وَتَوَاصَوْاْ بِالْمَرْحَمَةِ
clips/090_017_316306.wav,423980,ثُمَّ كَانَ مِنَ اَ۬لذِينَ ءَامَنُواْ وَتَوَاصَوْاْ بِالصَّبْرِ وَتَوَاصَوْاْ بِالْمَرْحَمَةِ
clips/090_017_420321.wav,2359340,ثُمَّ كَانَ مِنَ اَ۬لذِينَ ءَامَنُواْ وَتَوَاصَوْاْ بِالصَّبْرِ وَتَوَاصَوْاْ بِالْمَرْحَمَةِ
clips/090_017_548543.wav,570382,ثُمَّ كَانَ مِنَ اَ۬لذِينَ ءَامَنُواْ وَتَوَاصَوْاْ بِالصَّبْرِ وَتَوَاصَوْاْ بِالْمَرْحَمَةِ
clips/090_018-47547.wav,232754,أُوْلَٰٓئِكَ أَصْحَٰبُ اُ۬لْمَيْمَنَةِ
clips/090_018_286654.wav,305324,أُوْلَٰٓئِكَ أَصْحَٰبُ اُ۬لْمَيْمَنَةِ
clips/090_018_964934.wav,298628,أُوْلَٰٓئِكَ أَصْحَٰبُ اُ۬لْمَيْمَنَةِ
clips/090_019-85736.wav,437962,وَالذِينَ كَفَرُواْ بِـَٔايَٰتِنَا هُمُۥٓ أَصْحَٰبُ اُ۬لْمَشْـَٔمَةِ
clips/090_019_327012.wav,522978,وَالذِينَ كَفَرُواْ بِـَٔايَٰتِنَا هُمُۥٓ أَصْحَٰبُ اُ۬لْمَشْـَٔمَةِ
clips/090_019_924043.wav,419372,وَالذِينَ كَفَرُواْ بِـَٔايَٰتِنَا هُمُۥٓ أَصْحَٰبُ اُ۬لْمَشْـَٔمَةِ
clips/090_020-10298.wav,180186,عَلَيْهِمْ نَارٞ مُّوصَدَةٞ
clips/090_020_492592.wav,224396,عَلَيْهِمْ نَارٞ مُّوصَدَةٞ
clips/090_020_652800.wav,857132,عَلَيْهِمْ نَارٞ مُّوصَدَةٞ
clips/091_001_410585.wav,166498,وَالشَّمْسِ وَضُحَيٰهَا
clips/091_001_712073.wav,695852,وَالشَّمْسِ وَضُحَيٰهَا
clips/091_001_947127.wav,272816,وَالشَّمْسِ وَضُحَيٰهَا
clips/091_002-79763.wav,145848,وَالْقَمَرِ إِذَا تَلَيٰهَا
clips/091_002_555262.wav,187500,وَالْقَمَرِ إِذَا تَلَيٰهَا
clips/091_002_643306.wav,700460,وَالْقَمَرِ إِذَا تَلَيٰهَا
clips/091_003-78270.wav,197762,وَالنَّه۪ارِ إِذَا جَلَّيٰهَا
clips/091_003_210109.wav,239188,وَالنَّه۪ارِ إِذَا جَلَّيٰهَا
clips/091_003_479427.wav,958508,وَالنَّه۪ارِ إِذَا جَلَّيٰهَا
clips/091_003_761901.wav,407852,وَالنَّه۪ارِ إِذَا جَلَّيٰهَا
clips/091_004_548788.wav,792620,وَاليْلِ إِذَا يَغْشَيٰهَا
clips/091_004_701801.wav,297260,وَاليْلِ إِذَا يَغْشَيٰهَا
clips/091_005-94107.wav,220496,وَالسَّمَآءِ وَمَا بَنَيٰهَا
clips/091_005_692108.wav,288286,وَالسَّمَآءِ وَمَا بَنَيٰهَا
clips/091_005_803165.wav,497708,وَالسَّمَآءِ وَمَا بَنَيٰهَا
clips/091_006_242384.wav,331820,وَالَارْضِ وَمَا طَحَيٰهَا
clips/091_006_657820.wav,658988,وَالَارْضِ وَمَا طَحَيٰهَا
clips/091_007-82808.wav,175594,وَنَفْسٖ وَمَا سَوَّيٰهَا
clips/091_007_363379.wav,264294,وَنَفْسٖ وَمَا سَوَّيٰهَا
clips/091_007_765572.wav,317996,وَنَفْسٖ وَمَا سَوَّيٰهَا
clips/091_008-56246.wav,231374,فَأَلْهَمَهَا فُجُورَهَا وَتَقْوَيٰهَا
clips/091_008_541133.wav,986156,فَأَلْهَمَهَا فُجُورَهَا وَتَقْوَيٰهَا
clips/091_008_733911.wav,412460,فَأَلْهَمَهَا فُجُورَهَا وَتَقْوَيٰهَا
clips/091_008_783694.wav,275266,فَأَلْهَمَهَا فُجُورَهَا وَتَقْوَيٰهَا
clips/091_009-65526.wav,164244,قَدَ اَفْلَحَ مَن زَكَّيٰهَا
clips/091_009_471113.wav,283436,قَدَ اَفْلَحَ مَن زَكَّيٰهَا
clips/091_009_812352.wav,857132,قَدَ اَفْلَحَ مَن زَكَّيٰهَا
clips/091_010_255991.wav,944684,وَقَدْ خَابَ مَن دَسَّيٰهَا
clips/091_010_316965.wav,241320,وَقَدْ خَابَ مَن دَسَّيٰهَا
clips/091_010_387362.wav,370988,وَقَدْ خَابَ مَن دَسَّيٰهَا
clips/091_011_216614.wav,852524,كَذَّبَتْ ثَمُودُ بِطَغْوَيٰهَآ
clips/091_011_566048.wav,223760,كَذَّبَتْ ثَمُودُ بِطَغْوَيٰهَآ
clips/091_011_734602.wav,306476,كَذَّبَتْ ثَمُودُ بِطَغْوَيٰهَآ
clips/091_012-44797.wav,158822,إِذِ اِ۪نۢبَعَثَ أَشْقَيٰهَا
clips/091_012_287741.wav,852524,إِذِ اِ۪نۢبَعَثَ أَشْقَيٰهَا
clips/091_012_355001.wav,345644,إِذِ اِ۪نۢبَعَثَ أَشْقَيٰهَا
clips/091_012_570459.wav,229458,إِذِ اِ۪نۢبَعَثَ أَشْقَيٰهَا
clips/091_013-26000.wav,341446,فَقَالَ لَهُمْ رَسُولُ اُ۬للَّهِ نَاقَةَ اَ۬للَّهِ وَسُقْيَاهَا
clips/091_013_257999.wav,1387052,فَقَالَ لَهُمْ رَسُولُ اُ۬للَّهِ نَاقَةَ اَ۬للَّهِ وَسُقْيَاهَا
clips/091_013_664542.wav,642860,فَقَالَ لَهُمْ رَسُولُ اُ۬للَّهِ نَاقَةَ اَ۬للَّهِ وَسُقْيَاهَا
clips/091_014-65349.wav,502210,فَكَذَّبُوهُ فَعَقَرُوهَا فَدَمْدَمَ عَلَيْهِمْ رَبُّهُم بِذَنۢبِهِمْ فَسَوَّيٰهَا
clips/091_014_109257.wav,2253356,فَكَذَّبُوهُ فَعَقَرُوهَا فَدَمْدَمَ عَلَيْهِمْ رَبُّهُم بِذَنۢبِهِمْ فَسَوَّيٰهَا
clips/091_014_813151.wav,940076,فَكَذَّبُوهُ فَعَقَرُوهَا فَدَمْدَمَ عَلَيْهِمْ رَبُّهُم بِذَنۢبِهِمْ فَسَوَّيٰهَا
clips/091_015-22022.wav,160546,فَلَا يَخَافُ عُقْبَٰهَا
clips/091_015_144072.wav,206432,فَلَا يَخَافُ عُقْبَٰهَا
clips/091_015_182517.wav,324908,فَلَا يَخَافُ عُقْبَٰهَا
clips/091_015_790221.wav,792620,فَلَا يَخَافُ عُقْبَٰهَا
clips/092_001-34036.wav,139528,وَاليْلِ إِذَا يَغْش۪ىٰ
clips/092_001_136404.wav,682028,وَاليْلِ إِذَا يَغْش۪ىٰ
clips/092_001_442246.wav,229040,وَاليْلِ إِذَا يَغْش۪ىٰ
clips/092_002-67009.wav,166522,وَالنَّه۪ارِ إِذَا تَجَلّ۪ىٰ
clips/092_002_538798.wav,889388,وَالنَّه۪ارِ إِذَا تَجَلّ۪ىٰ
clips/092_002_881033.wav,423980,وَالنَّه۪ارِ إِذَا تَجَلّ۪ىٰ
clips/092_003-41861.wav,189020,وَمَا خَلَقَ اَ۬لذَّكَرَ وَالُانث۪ىٰٓ
clips/092_003_384818.wav,1009196,وَمَا خَلَقَ اَ۬لذَّكَرَ وَالُانث۪ىٰٓ
clips/092_004-76935.wav,162026,إِنَّ سَعْيَكُمْ لَشَتّ۪ىٰ
clips/092_004_130020.wav,903212,إِنَّ سَعْيَكُمْ لَشَتّ۪ىٰ
clips/092_004_621429.wav,250012,إِنَّ سَعْيَكُمْ لَشَتّ۪ىٰ
clips/092_004_933781.wav,359468,إِنَّ سَعْيَكُمْ لَشَتّ۪ىٰ
clips/092_005-64013.wav,182274,فَأَمَّا مَنَ اَعْط۪ىٰ وَاتَّق۪ىٰ
clips/092_005_739249.wav,990764,فَأَمَّا مَنَ اَعْط۪ىٰ وَاتَّق۪ىٰ
clips/092_006-36924.wav,123780,وَصَدَّقَ بِالْحُسْن۪ىٰ
clips/092_006_348541.wav,239660,وَصَدَّقَ بِالْحُسْن۪ىٰ
clips/092_006_667810.wav,161484,وَصَدَّقَ بِالْحُسْن۪ىٰ
clips/092_006_855466.wav,617516,وَصَدَّقَ بِالْحُسْن۪ىٰ
clips/092_007-75225.wav,166524,فَسَنُيَسِّرُهُۥ لِلْيُسْر۪ىٰ
clips/092_007_471631.wav,208528,فَسَنُيَسِّرُهُۥ لِلْيُسْر۪ىٰ
clips/092_007_759933.wav,806444,فَسَنُيَسِّرُهُۥ لِلْيُسْر۪ىٰ
clips/092_007_959170.wav,377900,فَسَنُيَسِّرُهُۥ لِلْيُسْر۪ىٰ
clips/092_008-71738.wav,207020,وَأَمَّا مَنۢ بَخِلَ وَاسْتَغْن۪ىٰ
clips/092_008_190245.wav,1202732,وَأَمَّا مَنۢ بَخِلَ وَاسْتَغْن۪ىٰ
clips/092_008_583385.wav,286100,وَأَمَّا مَنۢ بَخِلَ وَاسْتَغْن۪ىٰ
clips/092_008_977016.wav,396332,وَأَمَّا مَنۢ بَخِلَ وَاسْتَغْن۪ىٰ
clips/092_009-55737.wav,119280,وَكَذَّبَ بِالْحُسْن۪ىٰ
clips/092_009_187364.wav,164336,وَكَذَّبَ بِالْحُسْن۪ىٰ
clips/092_009_948692.wav,686636,وَكَذَّبَ بِالْحُسْن۪ىٰ
clips/092_010-45667.wav,171024,فَسَنُيَسِّرُهُۥ لِلْعُسْر۪ىٰ
clips/092_010_595549.wav,815660,فَسَنُيَسِّرُهُۥ لِلْعُسْر۪ىٰ
clips/092_010_764765.wav,210044,فَسَنُيَسِّرُهُۥ لِلْعُسْر۪ىٰ
clips/092_011_640948.wav,410892,وَمَا يُغْنِے عَنْهُ مَالُهُۥٓ إِذَا تَرَدّ۪ىٰٓ
clips/092_011_673927.wav,1419308,وَمَا يُغْنِے عَنْهُ مَالُهُۥٓ إِذَا تَرَدّ۪ىٰٓ
clips/092_012_154192.wav,231836,إِنَّ عَلَيْنَا لَلْهُد۪ىٰ
clips/092_012_435227.wav,857132,إِنَّ عَلَيْنَا لَلْهُد۪ىٰ
clips/092_012_637808.wav,308780,إِنَّ عَلَيْنَا لَلْهُد۪ىٰ
clips/092_013-88808.wav,312758,وَإِنَّ لَنَا لَلَاخِرَةَ وَالُاول۪ىٰ
clips/092_013_708694.wav,395266,وَإِنَّ لَنَا لَلَاخِرَةَ وَالُاول۪ىٰ
clips/092_013_899662.wav,1497644,وَإِنَّ لَنَا لَلَاخِرَةَ وَالُاول۪ىٰ
clips/092_014-12406.wav,234018,فَأَنذَرْتُكُمْ نَاراٗ تَلَظّ۪ىٰ
clips/092_014_427286.wav,332422,فَأَنذَرْتُكُمْ نَاراٗ تَلَظّ۪ىٰ
clips/092_014_442063.wav,1290284,فَأَنذَرْتُكُمْ نَاراٗ تَلَظّ۪ىٰ
clips/092_014_527787.wav,400940,فَأَنذَرْتُكُمْ نَاراٗ تَلَظّ۪ىٰ
clips/092_015-86878.wav,243016,لَا يَصْلَيٰهَآ إِلَّا اَ۬لَاشْقَي
clips/092_015_592066.wav,638252,لَا يَصْلَيٰهَآ إِلَّا اَ۬لَاشْقَي
clips/092_015_884834.wav,320182,لَا يَصْلَيٰهَآ إِلَّا اَ۬لَاشْقَي
clips/092_016-81932.wav,173272,اَ۬لذِے كَذَّبَ وَتَوَلّ۪ىٰ
clips/092_016_383276.wav,211894,اَ۬لذِے كَذَّبَ وَتَوَلّ۪ىٰ
clips/092_016_749618.wav,806444,اَ۬لذِے كَذَّبَ وَتَوَلّ۪ىٰ
clips/092_017-96566.wav,146278,وَسَيُجَنَّبُهَا اَ۬لَاتْقَي
clips/092_017_131498.wav,225836,وَسَيُجَنَّبُهَا اَ۬لَاتْقَي
clips/092_018-77190.wav,240768,اَ۬لذِے يُوتِے مَالَهُۥ يَتَزَكّ۪ىٰ
clips/092_018_412859.wav,1027628,اَ۬لذِے يُوتِے مَالَهُۥ يَتَزَكّ۪ىٰ
clips/092_019-97941.wav,308260,وَمَا لِأَحَدٍ عِندَهُۥ مِن نِّعْمَةٖ تُجْز۪ىٰٓ
clips/092_019_260627.wav,649772,وَمَا لِأَحَدٍ عِندَهُۥ مِن نِّعْمَةٖ تُجْز۪ىٰٓ
clips/092_019_802096.wav,394728,وَمَا لِأَحَدٍ عِندَهُۥ مِن نِّعْمَةٖ تُجْز۪ىٰٓ
clips/092_020-92445.wav,270014,إِلَّا اَ۪بْتِغَآءَ وَجْهِ رَبِّهِ اِ۬لَاعْل۪ىٰ
clips/092_020_444302.wav,1239596,إِلَّا اَ۪بْتِغَآءَ وَجْهِ رَبِّهِ اِ۬لَاعْل۪ىٰ
clips/092_020_820561.wav,333440,إِلَّا اَ۪بْتِغَآءَ وَجْهِ رَبِّهِ اِ۬لَاعْل۪ىٰ
clips/092_020_959971.wav,695852,إِلَّا اَ۪بْتِغَآءَ وَجْهِ رَبِّهِ اِ۬لَاعْل۪ىٰ
clips/092_021-31740.wav,113238,وَلَسَوْفَ يَرْض۪ىٰ
clips/092_021_320237.wav,529964,وَلَسَوْفَ يَرْض۪ىٰ
clips/092_021_779895.wav,228140,وَلَسَوْفَ يَرْض۪ىٰ
clips/093_001-35344.wav,64522,وَالضُّح۪ىٰ
clips/093_001_127049.wav,387116,وَالضُّح۪ىٰ
clips/093_001_584873.wav,105710,وَالضُّح۪ىٰ
clips/093_001_849374.wav,58094,وَالضُّح۪ىٰ
clips/093_002-39160.wav,124256,وَاليْلِ إِذَا سَج۪ىٰ
clips/093_002_183533.wav,691244,وَاليْلِ إِذَا سَج۪ىٰ
clips/093_002_343944.wav,195884,وَاليْلِ إِذَا سَج۪ىٰ
clips/093_002_834616.wav,166090,وَاليْلِ إِذَا سَج۪ىٰ
clips/093_003-59340.wav,194760,مَا وَدَّعَكَ رَبُّكَ وَمَا قَل۪ىٰ
clips/093_003_150313.wav,237414,مَا وَدَّعَكَ رَبُّكَ وَمَا قَل۪ىٰ
clips/093_003_241613.wav,391724,مَا وَدَّعَكَ رَبُّكَ وَمَا قَل۪ىٰ
clips/093_003_269426.wav,889388,مَا وَدَّعَكَ رَبُّكَ وَمَا قَل۪ىٰ
clips/093_004-54546.wav,286822,وَلَلَاخِرَةُ خَيْرٞ لَّكَ مِنَ اَ۬لُاول۪ىٰ
clips/093_004_239062.wav,1433132,وَلَلَاخِرَةُ خَيْرٞ لَّكَ مِنَ اَ۬لُاول۪ىٰ
clips/093_004_629285.wav,407852,وَلَلَاخِرَةُ خَيْرٞ لَّكَ مِنَ اَ۬لُاول۪ىٰ
clips/093_005-53834.wav,219856,وَلَسَوْفَ يُعْطِيكَ رَبُّكَ فَتَرْض۪ىٰٓ
clips/093_005_283373.wav,437804,وَلَسَوْفَ يُعْطِيكَ رَبُّكَ فَتَرْض۪ىٰٓ
clips/093_005_495960.wav,259722,وَلَسَوْفَ يُعْطِيكَ رَبُّكَ فَتَرْض۪ىٰٓ
clips/093_006_118052.wav,347046,أَلَمْ يَجِدْكَ يَتِيماٗ فَـَٔاو۪ىٰ
clips/093_006_825197.wav,1437740,أَلَمْ يَجِدْكَ يَتِيماٗ فَـَٔاو۪ىٰ
clips/093_007-49656.wav,248274,وَوَجَدَكَ ضَآلّاٗ فَهَد۪ىٰ
clips/093_007_506777.wav,345366,وَوَجَدَكَ ضَآلّاٗ فَهَد۪ىٰ
clips/093_007_961936.wav,723500,وَوَجَدَكَ ضَآلّاٗ فَهَد۪ىٰ
clips/093_008-81733.wav,231504,وَوَجَدَكَ عَآئِلاٗ فَأَغْن۪ىٰ
clips/093_008_390642.wav,354680,وَوَجَدَكَ عَآئِلاٗ فَأَغْن۪ىٰ
clips/093_008_857128.wav,686636,وَوَجَدَكَ عَآئِلاٗ فَأَغْن۪ىٰ
clips/093_008_895200.wav,1234988,وَوَجَدَكَ عَآئِلاٗ فَأَغْن۪ىٰ
clips/093_009-58323.wav,192412,فَأَمَّا اَ۬لْيَتِيمَ فَلَا تَقْهَرْ
